block_height,timestamp,block_interval_s,plot_size_bytes,deadline_s,commitment_ratio,capacity_multiplier,energy_wh,tx_throughput,disk_io_efficiency,deadlock_probability,network_difficulty,gini_coefficient,active_miners,energy_joules,effective_capacity_tib,read_time_s
17,2024-01-01 01:06:20+00:00,178.54267940660506,11088882.137650413,62.005704598923366,0.11402203572639343,0.125,0.33678904288169137,891.3796790044901,0.39883614828718356,0.001990770763340905,0.9840284407604449,0.5192906265766019,335.0,1212.4405543740888,1.2606599440971892e-06,0.0027722205344126037
18,2024-01-01 01:09:18+00:00,135.7288960272808,8419316.292622015,61.00817061540873,0.19811879957863857,0.19811879957863857,0.3366592723197802,1528.929163822052,0.9077153382537777,0.007088683780128551,0.9738211761934163,0.5163435318746208,358.0,1211.9733803512088,1.5170597518291718e-06,0.0021048290731555037
19,2024-01-01 01:11:34+00:00,82.61351821294596,18488526.52361334,22.343166136100404,0.4828947975178208,0.4828947975178208,0.33714874781712006,914.14458497806,0.531687653159504,0.002083312059868848,0.9586145272568078,0.5153385605745215,337.0,1213.7354921416322,8.119980768263415e-06,0.0046221316309033355
20,2024-01-01 01:12:57+00:00,227.12900973595168,10642023.513637431,57.95912459587702,0.3258510163901125,0.3258510163901125,0.3367673205874685,897.3387210414572,0.5676513539216678,0.0020145908007936884,0.957381489123392,0.5089071728079633,345.0,1212.3623541148866,3.153867672486952e-06,0.002660505878409358
21,2024-01-01 01:16:44+00:00,36.05628689456128,13205983.85233331,246.3283317926507,0.1016716505960168,0.125,0.3368919575483773,795.4129836148167,0.7973693507554787,0.00164367767539491,0.9380540509250022,0.5247494776639584,327.0,1212.8110471741584,1.5013465431744986e-06,0.0033014959630833277
22,2024-01-01 01:17:20+00:00,82.92372288057655,8736854.204095453,54.14252413318437,0.055740155047335066,0.125,0.3366747081904769,2862.596879922878,0.504971044000378,0.09323110206679268,0.923434566416416,0.5323873538563025,372.0,1212.0289494857168,9.932653260984185e-07,0.002184213551023863
23,2024-01-01 01:18:43+00:00,109.5065323730033,11692561.081009334,363.3994888003297,0.08922201773547317,0.125,0.33681838838588235,866.0532562491289,0.7137692002874576,0.0018926299471384914,0.9114626313990299,0.514903188520245,337.0,1212.5461981891765,1.3292902941667914e-06,0.002923140270252334
24,2024-01-01 01:20:32+00:00,146.144325086346,11511553.043610206,350.9409614432536,0.13678622721047637,0.13678622721047637,0.3368095893840644,1759.1124812371902,0.8686372198458513,0.011186754501204522,0.9029480569160955,0.5385649770384919,374.0,1212.5145217826318,1.4321102845940154e-06,0.0028778882609025516
25,2024-01-01 01:22:59+00:00,369.10464264741887,5948406.440737329,18.784234793190063,0.3909943511074969,0.3909943511074969,0.33653915864642475,828.8612546945321,0.9036596345289408,0.001757195456091767,0.9146811121612883,0.5236657597682899,379.0,1211.540971127129,2.115296698702648e-06,0.0014871016101843325
26,2024-01-01 01:29:08+00:00,53.45660691088567,19194056.606479958,23.421281240287733,0.1259111793843234,0.1259111793843234,0.33718304441837055,974.0369653475309,0.5963062058579898,0.002347799835597313,0.8977765027047427,0.5224777249724992,357.0,1213.858959906134,2.198017959464192e-06,0.004798514151619989
27,2024-01-01 01:30:01+00:00,173.28699720795066,15443859.554500282,238.24777559251024,0.278835131424766,0.278835131424766,0.3370007431727882,1337.0024623760735,0.6485555728608895,0.004839969811128559,0.8918071000500097,0.5264421602142928,384.0,1213.2026754220376,3.916548492802316e-06,0.0038609648886250704
28,2024-01-01 01:32:54+00:00,215.40113311434254,9307863.228739396,59.85992306396516,0.19104193301573655,0.19104193301573655,0.33670246557361927,2713.823463185504,0.6024339352374096,0.07093906407479186,0.8896160516061227,0.5296390566957968,358.0,1212.1288760650293,1.6172563695949693e-06,0.002326965807184849
29,2024-01-01 01:36:30+00:00,11.41532394153805,7533330.368830062,1.0,0.29069630712026673,0.29069630712026673,0.33661620355959593,259.3474547199268,0.6478459646376645,0.0005632041112567495,0.8695114475257247,0.5153382375416894,340.0,1211.8183328145453,1.9917127415609284e-06,0.0018833325922075158
30,2024-01-01 01:36:41+00:00,224.47992495590643,11638128.29959341,38.40344674344219,0.20747036731377566,0.20747036731377566,0.3368157423478969,2531.2274234123292,0.8057925880291832,0.05032847443420344,0.8681630059004248,0.5254282109746825,369.0,1212.5366724524288,2.1960356690774386e-06,0.0029095320748983525
31,2024-01-01 01:40:26+00:00,44.87070047457994,10762065.056333452,109.24568561726088,0.17723845227074983,0.17723845227074983,0.33677315594023843,725.030630378106,0.4820825030876149,0.001428160651005651,0.8513868106379334,0.5303423220193668,369.0,1212.3833613848583,1.7348172639882807e-06,0.0026905162640833633
32,2024-01-01 01:41:11+00:00,16.14334341103302,11666469.011398353,192.69293530494855,0.06243571567164171,0.125,0.33681712002138736,1442.5543466746417,0.7277548155230289,0.005970766490565446,0.8325396898667972,0.5160782020251067,330.0,1212.5416320769946,1.3263239692831067e-06,0.0029166172528495883
33,2024-01-01 01:41:27+00:00,713.6850704416634,11106065.106533568,17.179756155484345,0.2055294709651804,0.2055294709651804,0.3367898781649009,1248.0345382949024,0.6265402840292922,0.00405423445930342,0.8729247920534432,0.5199153619112782,350.0,1212.4435613936432,2.0760341484225995e-06,0.002776516276633392
34,2024-01-01 01:53:20+00:00,808.9512821906815,12205546.053852292,14.057073114667352,0.03289348085707238,0.125,0.33684332515539556,554.8323428211581,0.814220129603383,0.0010165381757170355,0.9240299933931594,0.5121913945409278,354.0,1212.635970559424,1.3876099335280164e-06,0.003051386513463073
35,2024-01-01 02:06:49+00:00,396.5595774750904,16187022.744278988,306.2682029612254,0.17048842236321884,0.17048842236321884,0.33703686916118025,902.6358082607328,0.8078503881690837,0.002036003497535584,0.9386104052686386,0.514929489587961,361.0,1213.332728980249,2.509932501588688e-06,0.004046755686069747
36,2024-01-01 02:13:26+00:00,87.18908639250199,12434179.696473295,166.9078097782276,0.4536075394611393,0.4536075394611393,0.3368544392908008,1250.7586656923827,0.6011442201054734,0.00407629295802603,0.9243764461107219,0.516359062071767,330.0,1212.6759814468828,5.129766266086251e-06,0.003108544924118324
37,2024-01-01 02:14:53+00:00,24.666555600601498,7653181.904236503,106.92728455668583,0.17139589230051036,0.17139589230051036,0.33662202967590044,520.1009900553197,0.6367062737917554,0.0009483879989088218,0.9046843093921725,0.5108100023200931,343.0,1211.8393068332416,1.1930059749054038e-06,0.001913295476059126
38,2024-01-01 02:15:18+00:00,276.6601831436788,15780689.389995988,175.93758123198538,0.13920917865823393,0.13920917865823393,0.337017116845347,2229.7599051947777,0.7571315292119765,0.028182133604627346,0.9080069854133882,0.5192184954007294,333.0,1213.2616206432492,1.9979932482256553e-06,0.003945172347498997
39,2024-01-01 02:19:54+00:00,139.2218022204956,17153504.817602083,67.21332514086086,0.1534014498705876,0.1534014498705876,0.33708385092863347,1341.6731417603255,0.7679985192736619,0.004885171632216994,0.8989022098593282,0.5231522584454255,347.0,1213.5018633430805,2.3932193556741084e-06,0.004288376204400521
40,2024-01-01 02:22:14+00:00,31.236536149067675,17153504.817602083,170.48430980641024,0.10692132971383944,0.125,0.33708385092863347,927.1665028347173,0.35330128283283685,0.0021381646713377078,0.8803309405608172,0.5241194705646491,356.0,1213.5018633430805,1.950127718555687e-06,0.004288376204400521
41,2024-01-01 02:22:45+00:00,164.05133475219603,7485515.871889593,55.788174425818546,0.21316717624042536,0.21316717624042536,0.3366138792437724,1059.195734917784,0.7567460595383195,0.002782529319079053,0.873670270038117,0.5117512543134246,353.0,1211.8099652775807,1.4512500284705221e-06,0.0018713789679723983
42,2024-01-01 02:25:29+00:00,8.39849314643498,11278325.09065304,33.580680782091974,0.44880907661267505,0.44880907661267505,0.33679825191412893,2221.895089802544,0.8475778270649105,0.027754514436093513,0.8536684515606033,0.5137687470463868,349.0,1212.4737068908642,4.603693623424584e-06,0.00281958127266326
43,2024-01-01 02:25:37+00:00,576.1014929743258,5614702.115764928,156.68231812741772,0.19688910140550955,0.19688910140550955,0.33652293690840523,2519.9149002657487,0.6806731239336591,0.04925803474534216,0.8828479932256947,0.5283371369392558,352.0,1211.4825728702588,1.0054224314740804e-06,0.0014036755289412322
44,2024-01-01 02:35:13+00:00,71.86986644176466,12378522.23667365,65.29947857757135,0.09105433977302346,0.125,0.33685173371983834,760.4293851518862,0.7640211707186682,0.0015327754289844585,0.868128742337005,0.5137366934552919,318.0,1212.666241391418,1.4072750487541327e-06,0.0030946305591684127
45,2024-01-01 02:36:25+00:00,260.7013916555953,8895611.424716337,478.0036206067743,0.28557103451566573,0.28557103451566573,0.33668242555536815,590.8676481625514,0.8034507352241858,0.0010924223345943325,0.8699277511040513,0.5280618775831858,365.0,1212.0567319993254,2.3104157273388584e-06,0.0022239028561790845
46,2024-01-01 02:40:46+00:00,89.65117959782968,18672500.586822137,51.59894428346267,0.2709809207593267,0.2709809207593267,0.3371576910007483,1893.1824432576268,0.6765912451249739,0.014576869758070906,0.8569463216472331,0.512491319326635,350.0,1213.767687602694,4.601944421570926e-06,0.004668125146705534
47,2024-01-01 02:42:16+00:00,176.18661501821487,8311446.451087358,305.70695228069707,0.08615679056333087,0.125,0.3366540286469279,645.9810320262234,0.7477076971850453,0.0012195684057177076,0.8514952681008606,0.523581922643714,325.0,1211.9545031289404,9.4490206391667e-07,0.0020778616127718396
48,2024-01-01 02:45:12+00:00,189.89371151563142,6317118.905516936,324.3004606979579,0.26508838381182,0.26508838381182,0.33655708216901814,1690.2156458808104,0.6515223796835891,0.009760833419469945,0.8472394125067122,0.527331478346296,366.0,1211.6054958084653,1.5230351355153996e-06,0.0015792797263792344
49,2024-01-01 02:48:22+00:00,49.05326388189738,9103318.560459768,33.22534931060726,0.5192272702005595,0.5192272702005595,0.33669252243002235,706.1294833768405,0.6437398218075916,0.0013752534559766025,0.831215128566646,0.4933070979477828,381.0,1212.0930807480804,4.298900645074912e-06,0.002275829640114942
50,2024-01-01 02:49:11+00:00,838.2737118566944,5797181.2895516055,192.0699767810747,0.24013936437296501,0.24013936437296501,0.3365318074237976,702.8444667746095,0.5706150286965423,0.0013662599161726062,0.8824622499918007,0.528484629645288,309.0,1211.5145067256715,1.2661361597818252e-06,0.0014492953223879015
51,2024-01-01 03:03:09+00:00,358.1388905131538,13135887.423265176,68.10328635117601,0.25086440735899435,0.25086440735899435,0.3368885500830754,436.37511205347926,0.6707626936321052,0.0008022804055916627,0.8929493860641121,0.5328366705878179,315.0,1212.7987802990715,2.9970820956549555e-06,0.003283971855816294
52,2024-01-01 03:09:07+00:00,673.2226606299797,5643436.747657909,299.43081054863245,0.37135196604245385,0.37135196604245385,0.33652433373078894,3444.9874626188125,0.8764228202131403,0.24786621387918698,0.9324841618790091,0.5167028138187519,334.0,1211.4876014308402,1.906029257478618e-06,0.0014108591869144774
53,2024-01-01 03:20:20+00:00,540.5164794082071,10575663.02729655,71.76755718385341,0.3960168323455382,0.3960168323455382,0.33676409473049357,2528.607733142464,0.541700611033053,0.050078644692010045,0.9609321613338454,0.5232453415363526,360.0,1212.3507410297768,3.8090916605358914e-06,0.002643915756824138
54,2024-01-01 03:29:21+00:00,218.653058971986,5621927.632886967,163.6517921611612,0.1483270526089531,0.1483270526089531,0.3365232881488208,1087.918483517365,0.7240247509501639,0.0029465686612621055,0.958883053003723,0.5113927327132983,367.0,1211.483837335755,7.584130396634939e-07,0.0014054819082217416
55,2024-01-01 03:33:00+00:00,611.8644910246572,9525084.619093971,75.50072527817817,0.2843659907236823,0.2843659907236823,0.33671302494676153,1486.6155795407199,0.6885146092938932,0.006517219893919622,0.9952117909498019,0.5234147613529039,364.0,1212.1668898083415,2.463466557342658e-06,0.002381271154773493
56,2024-01-01 03:43:12+00:00,22.23731014874775,17167732.302865654,31.021520856192883,0.1738158309125809,0.1738158309125809,0.3370845425425004,1461.258209251824,0.8269793322794682,0.006196939106572553,0.9737740553925529,0.5443864529971795,355.0,1213.5043531530016,2.7139537042852222e-06,0.004291933075716414
57,2024-01-01 03:43:34+00:00,52.35232671150419,11683908.037162635,26.679785071640282,0.3951727525143739,0.3951727525143739,0.3368179677518065,3477.0918732029822,0.849547197225942,0.26002930389672724,0.955671785426791,0.4978045967883735,353.0,1212.5446839065035,4.199284466422226e-06,0.002920977009290659
58,2024-01-01 03:44:26+00:00,11.107671764839669,8092761.860711776,66.49625070686949,0.2458876308311328,0.2458876308311328,0.3366433981460068,1641.5278690571242,0.5390866995735724,0.008863203795620191,0.9340456385664563,0.5147608383226292,361.0,1211.9162333256245,1.8098126391223272e-06,0.002023190465177944
59,2024-01-01 03:44:37+00:00,94.44770083274084,10388060.310269194,169.02217411240557,0.07958475762733644,0.125,0.33675497515397146,2103.774145679593,0.5810941457712436,0.022043407475520745,0.9205488522374645,0.5277314964457362,359.0,1212.3179105542972,1.180985726735934e-06,0.0025970150775672983
60,2024-01-01 03:46:12+00:00,118.11127003061246,10542589.624318156,111.48606067202087,0.3901964761107932,0.3901964761107932,0.3367624869956266,2761.266343364529,0.587649648500404,0.07745297921224925,0.9093965045386618,0.5323757849319484,347.0,1212.3449531842557,3.7413713657689696e-06,0.0026356474060795394
61,2024-01-01 03:48:10+00:00,75.97450637011816,12083093.570347384,140.0125299329576,0.49390143646573026,0.49390143646573026,0.3368373726041141,748.6034539271043,0.5918960734787209,0.0014970014346327477,0.8946017510212354,0.5059317275014571,331.0,1212.6145413748109,5.427734569224778e-06,0.003020773392586846
62,2024-01-01 03:49:26+00:00,423.49388765782413,6958477.060414697,39.808840889358535,0.2566897443574894,0.2566897443574894,0.33658825930154795,828.028004232901,0.602186181593895,0.001754274659834156,0.9111686779952795,0.5133700430644136,317.0,1211.7177334855726,1.6245118765758007e-06,0.0017396192651036742
63,2024-01-01 03:56:29+00:00,105.89447988716884,12525772.583511408,78.80286776327756,0.17073859501403926,0.17073859501403926,0.3368588917228096,2523.0271315303103,0.6916477423004435,0.049550355987809366,0.8990309716254099,0.5139447707055355,336.0,1212.6920102021145,1.9450752118919907e-06,0.003131443145877852
64,2024-01-01 03:58:15+00:00,79.15268163221981,4658533.302987862,5.4493090210281165,0.2447519917276266,0.2447519917276266,0.3364764564800063,1064.5104073268913,0.5478335630186999,0.002812179912364419,0.8846859765087682,0.5132139908083208,336.0,1211.3152433280227,1.0369924934236755e-06,0.0011646333257469656
65,2024-01-01 03:59:34+00:00,187.77769996985904,8680271.270273179,204.1419292109428,0.13642480609609828,0.13642480609609828,0.3366719576311938,681.5111515616323,0.564705020683499,0.0013092670243730847,0.8800779853262046,0.5185782020951647,340.0,1212.0190474722976,1.0770275593209145e-06,0.0021700678175682947
66,2024-01-01 04:02:42+00:00,36.45555547695093,9056982.3760045,204.1419292109428,0.2797195006291207,0.2797195006291207,0.3366902699766114,1411.900208948365,0.5551291627383936,0.005617699054751124,0.8623455658464316,0.5054490375559162,347.0,1212.084971915801,2.3041271446552184e-06,0.002264245594001125
67,2024-01-01 04:03:19+00:00,388.91606298593547,12679876.307722807,62.68283509999975,0.3730815992588795,0.3730815992588795,0.33686638287606985,2478.4607936827856,0.7091149391239435,0.04551724057629821,0.8752833697577969,0.517186692409379,346.0,1212.7189783538515,4.302481585264105e-06,0.0031699690769307017
68,2024-01-01 04:09:47+00:00,18.59420851471416,10557192.72004931,1.322903628460163,0.17040986938059438,0.17040986938059438,0.3367631968683358,3682.297621874984,0.6423477989994401,0.04551724057629821,0.8561170487026332,0.5103664566204941,322.0,1212.3475087260088,1.6362262908381717e-06,0.0026392981800123275
69,2024-01-01 04:10:06+00:00,18.59420851471416,6878146.627191386,22.329573303353857,0.175997418965244,0.175997418965244,0.33658435434993295,3089.0377048029345,0.6210438253787404,0.13920309759611912,0.9274386234206919,0.5190353957748951,339.0,1211.7036756597586,1.1009761270999501e-06,0.0017195366567978466
70,2024-01-01 04:27:26+00:00,355.0761062979627,7803093.116477444,126.84815556156248,0.39918712771093245,0.39918712771093245,0.3366293170264954,209.53294090227791,0.5489744362596273,0.0005098244675992773,0.9381728702920343,0.5126686442187688,336.0,1211.8655412953835,2.8329798882874268e-06,0.001950773279119361
71,2024-01-01 04:33:21+00:00,53.16946572141263,11129754.962452026,113.6345266341181,0.24887533538769896,0.24887533538769896,0.33679102975511915,1085.389689405056,0.45751351139915025,0.002931747332435481,0.9208076591327641,0.5180255760213789,353.0,1212.447707118429,2.519228927724866e-06,0.0027824387406130066
72,2024-01-01 04:34:14+00:00,1.328980890224514,10239962.35842257,186.06373111878074,0.2221449005765831,0.2221449005765831,0.3367477759479789,568.7354207384808,0.84578404728117,0.0010451708898430018,0.8990908385617765,0.509347568732717,368.0,1212.291993412724,2.068878002337201e-06,0.002559990589605643
73,2024-01-01 04:34:16+00:00,405.57522659667023,8813467.182642026,35.14490514946885,0.278230502121036,0.278230502121036,0.33667843243248957,772.8406517254031,0.6153526774622261,0.001571238415853037,0.9141014820985698,0.529234947731245,348.0,1212.0423567569624,2.2302405338030108e-06,0.0022033667956605067
74,2024-01-01 04:41:01+00:00,294.5030177728907,9077220.281771172,173.08380109307498,0.33347685801766225,0.33347685801766225,0.3366912537636972,1442.0921122515656,0.95,0.005965282165482279,0.9190972127841539,0.5164479746710345,356.0,1212.08851354931,2.753079478770132e-06,0.002269305070442793
75,2024-01-01 04:45:56+00:00,313.35909810911977,12921189.302259348,139.76410553026057,0.2376825741579161,0.2376825741579161,0.33687811336885987,1436.8854889068584,0.7427349669081181,0.005903851348126672,0.9258644185016129,0.5198382175187067,327.0,1212.7612081278955,2.793186954061393e-06,0.0032302973255648373
76,2024-01-01 04:51:09+00:00,354.05148625044325,8977400.594935516,46.77720447259654,0.5238788890308042,0.5238788890308042,0.33668640141780937,215.0518929983695,0.8695103399621088,0.0005154801162505582,0.9364844864087093,0.518237744897329,321.0,1212.0710451041136,4.2774178382926935e-06,0.002244350148733879
77,2024-01-01 04:57:03+00:00,18.463023723311125,10212278.522217143,94.62375465866732,0.4753253385473572,0.4753253385473572,0.33674643020594114,775.5478662994842,0.7692184735416934,0.0015797553718046769,0.9159660114838083,0.5197642605741116,353.0,1212.2871487413881,4.414828022993577e-06,0.0025530696305542857
78,2024-01-01 04:57:22+00:00,106.53424137989579,20105614.866615877,19.11801332913978,0.25014461412770883,0.25014461412770883,0.33722735627823824,3209.5430864391865,0.6690219389224362,0.17066610074951463,0.9038222209006681,0.5197098633097873,324.0,1214.0184826016578,4.574131956005617e-06,0.005026403716653969
79,2024-01-01 04:59:08+00:00,29.556025105067917,6840859.318912842,72.30127664716424,0.17045393475964546,0.17045393475964546,0.3365825417724471,482.9511259029892,0.5782810930328024,0.0008805369439044607,0.8850005666296216,0.5277353203936507,320.0,1211.6971503808097,1.0605175594226988e-06,0.0017102148297282107
80,2024-01-01 04:59:38+00:00,477.24709719797346,6016257.129989025,255.6349773589866,0.17045393475964546,0.17045393475964546,0.3365424569438189,2484.0200878619275,0.5327792101524225,0.0460027406634789,0.9062479961186156,0.5168192669951958,345.0,1211.552844997748,9.326819966485355e-07,0.0015040642824972563
81,2024-01-01 05:07:35+00:00,234.31228601096979,13264549.768052978,65.61400693826539,0.3114834775208914,0.3114834775208914,0.33689480450261367,935.2884463421849,0.7843581220383122,0.0021731043096869965,0.905732694736346,0.5124779998304605,335.0,1212.8212962094092,3.7577484267804495e-06,0.003316137442013245
82,2024-01-01 05:11:29+00:00,96.43651230031223,8554224.272017594,219.58524473686902,0.4573548354615636,0.4573548354615636,0.33666583034655634,1289.357670313354,0.6818040858848795,0.0044019996457744116,0.8928225731183401,0.5200890872807538,344.0,1211.9969892476029,3.558230523076345e-06,0.0021385560680043988
83,2024-01-01 05:13:06+00:00,15.760335793147894,9530973.73212749,107.06595292203602,0.12901192153537597,0.12901192153537597,0.3367133112230895,2667.665054951264,0.7239801248940166,0.06509057508358637,0.8730247521338702,0.5135388914696548,333.0,1212.1679204031223,1.118323084742734e-06,0.0023827434330318726
84,2024-01-01 05:13:22+00:00,89.39720409848489,8295151.8757641865,25.564877916779917,0.4550869353684288,0.4550869353684288,0.33665323654951634,1120.7499605996486,0.7477548205938485,0.0031459135591667183,0.8599752663770353,0.5189147970020576,321.0,1211.9516515782589,3.4333563649463007e-06,0.002073787968941047
85,2024-01-01 05:14:51+00:00,94.39541116419153,9699536.53041687,104.41655502140452,0.2965627702710357,0.2965627702710357,0.33672150524800637,3323.538664400026,0.6927169265270958,0.20539296157071424,0.84754435140251,0.5091396592941294,360.0,1212.197418892823,2.616180994487456e-06,0.002424884132604218
86,2024-01-01 05:16:25+00:00,313.8901881498578,16938338.10885926,84.62232188615991,0.20274358265654877,0.20274358265654877,0.33707339143584736,470.5228334498395,0.5933770942038319,0.0008589381504733282,0.8538300665967556,0.5301537559099999,328.0,1213.4642091690505,3.123331546192346e-06,0.004234584527214815
87,2024-01-01 05:21:39+00:00,243.5734461422448,13338527.923205564,61.02764908920328,0.06276804323585386,0.125,0.3368984006629336,2200.192139892001,0.771524296521872,0.02660694423436084,0.8541352326940002,0.5118466028042483,324.0,1212.8342423865608,1.516415059450715e-06,0.0033346319808013913
88,2024-01-01 05:25:43+00:00,523.7404589763636,13581182.56616691,15.289620548516524,0.29266767820878065,0.29266767820878065,0.3369101963747443,2041.6682514073373,0.6262175783237218,0.01951883580097244,0.8787176064675064,0.5316419660146704,346.0,1212.8767069490793,3.6150351379270784e-06,0.0033952956415417277
89,2024-01-01 05:34:27+00:00,153.37587201031434,6856177.217518068,64.68821981893717,0.3530201300232436,0.3530201300232436,0.3365832863925183,3111.9707417904606,0.6608683117661167,0.14479051011389715,0.8711386651775217,0.5190326715297534,361.0,1211.6998310130657,2.201312393290781e-06,0.0017140443043795169
90,2024-01-01 05:37:00+00:00,30.569374467720458,7423658.724922986,9.065449194448659,0.037645728031096504,0.125,0.33661087229912817,1840.259764926047,0.7360868727965261,0.013132049532798225,0.8530840727577699,0.5282014598730201,336.0,1211.7991402768614,8.439722847609785e-07,0.0018559146812307465
91,2024-01-01 05:37:31+00:00,299.79032263598384,4474052.28040526,12.479247536125468,0.18233951306577784,0.18233951306577784,0.3364674886525197,1193.4716102325167,0.6429243911781272,0.0036366220727231417,0.8581999687653963,0.5119628075285638,359.0,1211.2829591490708,7.419626074260377e-07,0.001118513070101315
92,2024-01-01 05:42:30+00:00,343.2942607384474,8225210.58944699,64.52536599672237,0.2281631657515505,0.2281631657515505,0.3366498366258759,738.3423517953121,0.43185825700041697,0.0014666373576702274,0.86711062364653,0.49996347550326886,366.0,1211.9394118531532,1.7068396910521205e-06,0.0020563026473617474
